CODIGO CLIENTE,CODIGO PRESTAMO,prob_fuga,decil_riesgo,segmento_riesgo,valor_cliente,beneficio_esperado,prioridad_campana,recomendar_campana
4906,30860,0.805102752829306,2,Alto,832.5,109.04960834607945,910,Sí
4907,31870,0.805102752829306,2,Alto,832.5,109.04960834607945,911,Sí
4908,35170,0.7283950617283951,3,Alto,832.5,96.27777777777777,1227,Sí
4909,36210,0.9929873772791024,1,Alto,832.5,140.33239831697057,487,Sí
4910,45690,0.9643635135789099,1,Alto,832.5,135.5665250108885,582,Sí
4911,54760,0.805102752829306,2,Alto,832.5,109.04960834607945,912,Sí
4912,56920,0.805102752829306,2,Alto,832.5,109.04960834607945,913,Sí
4913,57130,0.7283950617283951,3,Alto,832.5,96.27777777777777,1228,Sí
4914,57570,0.9929873772791024,1,Alto,832.5,140.33239831697057,488,Sí
4915,58060,0.805102752829306,2,Alto,832.5,109.04960834607945,914,Sí
4916,62630,0.9148387096774193,1,Alto,832.5,127.32064516129032,700,Sí
4917,63190,0.95578231292517,1,Alto,832.5,134.1377551020408,606,Sí
4918,65600,0.805102752829306,2,Alto,832.5,109.04960834607945,915,Sí
4919,65890,0.9929873772791024,1,Alto,832.5,140.33239831697057,489,Sí
4920,66770,0.751269035532995,2,Alto,832.5,100.08629441624366,1137,Sí
4921,66810,0.805102752829306,2,Alto,832.5,109.04960834607945,916,Sí
4922,78820,0.9702233250620348,1,Alto,832.5,136.54218362282882,553,Sí
4923,90120,0.751269035532995,2,Alto,832.5,100.08629441624366,1138,Sí
4924,115740,0.4155701754385965,5,Medio,832.5,44.19243421052633,3006,Sí
4925,116130,0.5417406749555951,4,Alto,832.5,65.19982238010658,2185,Sí
4926,120470,0.9643635135789099,1,Alto,832.5,135.5665250108885,583,Sí
4927,133340,0.805102752829306,2,Alto,832.5,109.04960834607945,917,Sí
4928,135480,0.8616298022399826,1,Alto,832.5,118.46136207295712,799,Sí
4929,137800,0.9643635135789099,1,Alto,832.5,135.5665250108885,584,Sí
4930,144800,0.9929873772791024,1,Alto,832.5,140.33239831697057,490,Sí
4931,166140,0.95578231292517,1,Alto,832.5,134.1377551020408,607,Sí
4932,168200,0.9950980392156863,1,Alto,832.5,140.68382352941177,467,Sí
4933,170630,0.805102752829306,2,Alto,832.5,109.04960834607945,918,Sí
4934,174270,0.9063923662873214,1,Alto,832.5,125.91432898683902,716,Sí
4935,174760,0.9148387096774193,1,Alto,832.5,127.32064516129032,701,Sí
4936,176810,0.95578231292517,1,Alto,832.5,134.1377551020408,608,Sí
4937,187000,0.805102752829306,2,Alto,832.5,109.04960834607945,919,Sí
4938,187010,0.805102752829306,2,Alto,832.5,109.04960834607945,920,Sí
4939,241510,0.8339060710194731,2,Alto,832.5,113.84536082474227,866,Sí
4940,249340,0.9950980392156863,1,Alto,832.5,140.68382352941177,468,Sí
4941,251560,0.9929873772791024,1,Alto,832.5,140.33239831697057,491,Sí
4942,266550,0.751269035532995,2,Alto,832.5,100.08629441624366,1139,Sí
4943,283500,0.9367088607594937,1,Alto,832.5,130.9620253164557,658,Sí
4944,290970,0.8434959349593496,2,Alto,832.5,115.4420731707317,837,Sí
4945,298510,0.9005328596802842,1,Alto,832.5,124.93872113676733,752,Sí
4946,307420,0.751269035532995,2,Alto,832.5,100.08629441624366,1140,Sí
4947,312030,0.805102752829306,2,Alto,832.5,109.04960834607945,921,Sí
4948,317650,0.3551617873651772,5,Medio,832.5,34.134437596302,3348,Sí
4949,320190,0.3551617873651772,5,Medio,832.5,34.134437596302,3349,Sí
4950,326410,0.805102752829306,2,Alto,832.5,109.04960834607945,922,Sí
4951,328270,0.805102752829306,2,Alto,832.5,109.04960834607945,923,Sí
4952,333920,0.6460905349794238,3,Alto,832.5,82.57407407407406,1581,Sí
4953,340130,0.9063923662873214,1,Alto,832.5,125.91432898683902,717,Sí
4954,356760,0.21256038647342995,6,Medio,832.5,10.391304347826086,4459,Sí
4955,356920,0.3551617873651772,5,Medio,832.5,34.134437596302,3350,Sí
4956,357430,0.17019027484143764,6,Bajo,832.5,3.3366807610993696,4818,Sí
4957,367580,0.006097560975609756,8,Bajo,832.5,-23.984756097560975,7383,No
4958,368880,0.21199143468950749,6,Medio,832.5,10.296573875802999,4468,Sí
4959,377320,0.4672268907563025,4,Medio,832.5,52.79327731092438,2588,Sí
4960,385270,0.44367816091954015,4,Medio,832.5,48.87241379310343,2855,Sí
4961,438870,0.015706806282722516,7,Bajo,832.5,-22.3848167539267,6644,No
4962,462920,0.577212020033389,4,Alto,832.5,71.10580133555928,1969,Sí
4963,571010,0.577212020033389,4,Alto,832.5,71.10580133555928,1970,Sí
4964,577450,0.006359300476947535,7,Bajo,832.5,-23.941176470588236,7264,No
4965,681020,0.2527472527472528,6,Medio,832.5,17.082417582417598,4114,Sí
4966,684900,0.2527472527472528,6,Medio,832.5,17.082417582417598,4115,Sí
4967,686440,0.2731707317073171,5,Medio,832.5,20.4829268292683,3986,Sí
4968,710930,0.2731707317073171,5,Medio,832.5,20.4829268292683,3987,Sí
4969,741770,0.751269035532995,2,Alto,832.5,100.08629441624366,1141,Sí
4970,799200,0.08709016393442623,6,Bajo,832.5,-10.499487704918032,5498,No
4971,819670,0.006359300476947535,7,Bajo,832.5,-23.941176470588236,7265,No
4972,290750,0.9367088607594937,1,Alto,682.5,102.86075949367088,1061,Sí
4973,251510,0.13476962978634788,6,Bajo,654.0,-7.372132423945697,5321,No
4974,589190,0.3551617873651772,5,Medio,654.0,21.45516178736517,3936,Sí
4975,80740,0.7103092783505155,3,Alto,832.5,93.26649484536082,1315,Sí
4976,119200,0.9929873772791024,1,Alto,832.5,140.33239831697057,492,Sí
4977,314270,0.9367088607594937,1,Alto,654.0,97.52151898734178,1217,Sí
4978,88550,0.9929873772791024,1,Alto,832.5,140.33239831697057,493,Sí
4979,338190,0.9643635135789099,1,Alto,832.5,135.5665250108885,585,Sí
4980,339060,0.9929873772791024,1,Alto,832.5,140.33239831697057,494,Sí
4981,339770,0.9643635135789099,1,Alto,832.5,135.5665250108885,586,Sí
4982,545010,0.11088295687885011,6,Bajo,652.5,-10.529774127310061,5508,No
4983,72840,0.98046875,1,Alto,654.0,103.24531250000001,1055,Sí
4984,847420,0.00395882818685669,8,Bajo,450.0,-24.643705463182897,8605,No
4985,330280,0.15796018829117864,6,Bajo,654.0,-4.338807371513834,5169,No
4986,774090,0.002488654662567706,8,Bajo,654.0,-24.674483970136144,8632,No
4987,98540,0.9643635135789099,1,Alto,832.5,135.5665250108885,587,Sí
4988,109430,0.9929873772791024,1,Alto,832.5,140.33239831697057,495,Sí
4989,48750,0.9056043180256583,1,Alto,654.0,93.45304479775612,1268,Sí
4990,255360,0.17019027484143764,6,Bajo,450.0,-9.68287526427061,5434,No
4991,270710,0.44367816091954015,4,Medio,654.0,33.03310344827585,3475,Sí
4992,253330,0.9056043180256583,1,Alto,654.0,93.45304479775612,1269,Sí
4993,64170,0.776685393258427,2,Alto,832.5,104.31811797752812,1023,Sí
4994,17980,0.7387958410713422,2,Alto,832.5,98.0095075383785,1167,Sí
4995,78930,0.805102752829306,2,Alto,832.5,109.04960834607945,924,Sí
4996,428110,0.6980392156862745,3,Alto,832.5,91.22352941176472,1362,Sí
4997,428550,0.6980392156862745,3,Alto,832.5,91.22352941176472,1363,Sí
4998,734310,0.3372395833333333,5,Medio,654.0,19.1109375,4041,Sí
4999,602320,0.3372395833333333,5,Medio,652.5,19.009765625,4069,Sí
5000,271440,0.9643635135789099,1,Alto,832.5,135.5665250108885,588,Sí
5001,127370,0.999476961593071,1,Alto,825.0,139.91369866285672,507,Sí
5002,36840,0.9999,1,Alto,646.5,104.28707,1026,Sí
5003,216400,0.49535603715170295,4,Medio,654.0,39.79256965944275,3109,Sí
5004,443010,0.21256038647342995,6,Medio,652.5,2.7391304347826093,4839,Sí
5005,473830,0.4155701754385965,5,Medio,652.5,29.23190789473685,3609,Sí
5006,477840,0.4672268907563025,4,Medio,652.5,35.973109243697486,3285,Sí
5007,481240,0.4672268907563025,4,Medio,652.5,35.973109243697486,3286,Sí
5008,489880,0.21199143468950749,6,Medio,652.5,2.6648822269807297,4852,Sí
5009,91130,0.8802395209580839,1,Alto,654.0,90.13532934131737,1389,Sí
5010,102890,0.4490472245236123,4,Medio,654.0,33.735376967688495,3397,Sí
5011,129540,0.3064157764943565,5,Medio,654.0,15.079183565461825,4282,Sí
5012,202590,0.3064157764943565,5,Medio,654.0,15.079183565461825,4283,Sí
5013,223130,0.805102752829306,2,Alto,654.0,80.30744007007323,1640,Sí
5014,261770,0.4155701754385965,5,Medio,654.0,29.356578947368426,3577,Sí
5015,271950,0.4155701754385965,5,Medio,654.0,29.356578947368426,3578,Sí
5016,331020,0.577212020033389,4,Alto,654.0,50.49933222036729,2773,Sí
5017,512390,0.3372395833333333,5,Medio,654.0,19.1109375,4042,Sí
5018,513170,0.577212020033389,4,Alto,654.0,50.49933222036729,2774,Sí
5019,672470,0.44367816091954015,4,Medio,654.0,33.03310344827585,3476,Sí
5020,760970,0.3551617873651772,5,Medio,654.0,21.45516178736517,3937,Sí
5021,763760,0.21256038647342995,6,Medio,654.0,2.8028985507246382,4836,Sí
5022,772520,0.4155701754385965,5,Medio,654.0,29.356578947368426,3579,Sí
5023,68850,0.7387958410713422,2,Alto,832.5,98.0095075383785,1168,Sí
5024,31420,0.805102752829306,2,Alto,832.5,109.04960834607945,925,Sí
5025,32730,0.7387958410713422,2,Alto,832.5,98.0095075383785,1169,Sí
5026,34620,0.805102752829306,2,Alto,832.5,109.04960834607945,926,Sí
5027,36480,0.7387958410713422,2,Alto,832.5,98.0095075383785,1170,Sí
5028,145080,0.672451290504297,3,Alto,832.5,86.96313986896546,1450,Sí
5029,152400,0.9367088607594937,1,Alto,832.5,130.9620253164557,659,Sí
5030,192680,0.805102752829306,2,Alto,832.5,109.04960834607945,927,Sí
5031,449290,0.21199143468950749,6,Medio,832.5,10.296573875802999,4469,Sí
5032,485030,0.5417406749555951,4,Alto,654.0,45.85968028419184,2909,Sí
5033,134170,0.4490472245236123,4,Medio,654.0,33.735376967688495,3398,Sí
5034,554210,0.3551617873651772,5,Medio,367.5,1.1043913713405225,4940,Sí
5035,222040,0.8602150537634409,2,Alto,832.5,118.22580645161293,817,Sí
5036,672020,0.015706806282722516,7,Bajo,538.6499999999999,-23.307905759162303,6902,No
5037,153110,0.6980392156862745,3,Alto,652.5,66.09411764705882,2166,Sí
5038,210290,0.9063923662873214,1,Alto,654.0,93.55612151038164,1252,Sí
5039,188730,0.95578231292517,1,Alto,832.5,134.1377551020408,609,Sí
5040,446560,0.21199143468950749,6,Medio,832.5,10.296573875802999,4470,Sí
5041,463730,0.577212020033389,4,Alto,832.5,71.10580133555928,1971,Sí
5042,463970,0.21199143468950749,6,Medio,832.5,10.296573875802999,4471,Sí
5043,464630,0.21199143468950749,6,Medio,832.5,10.296573875802999,4472,Sí
5044,468490,0.25,6,Medio,367.5,-6.625,5291,No
5045,79070,0.9929873772791024,1,Alto,654.0,104.88274894810661,992,Sí
5046,247250,0.3551617873651772,5,Medio,405.0,3.7681047765793494,4809,Sí
5047,158980,0.577212020033389,4,Alto,832.5,71.10580133555928,1972,Sí
5048,166460,0.9005328596802842,1,Alto,832.5,124.93872113676733,753,Sí
5049,308220,0.95578231292517,1,Alto,832.5,134.1377551020408,610,Sí
5050,886630,0.44367816091954015,4,Medio,832.5,48.87241379310343,2856,Sí
5051,613790,0.2527472527472528,6,Medio,450.0,-2.2527472527472447,5068,No
5052,68030,0.7387958410713422,2,Alto,654.0,71.63449601213158,1930,Sí
5053,772230,0.08709016393442623,6,Bajo,450.0,-17.161885245901637,5938,No
5054,239370,0.48966632776888547,4,Medio,538.6499999999999,27.751753490542022,3635,Sí
5055,352340,0.21199143468950749,6,Medio,832.5,10.296573875802999,4473,Sí
5056,562550,0.4672268907563025,4,Medio,654.0,36.113277310924374,3262,Sí
5057,207780,0.7704280155642024,2,Alto,538.6499999999999,57.9982101167315,2510,Sí
5058,138070,0.13476962978634788,6,Bajo,538.6499999999999,-10.481267783116746,5490,No
5059,140680,0.2586476375832887,5,Medio,538.6499999999999,2.8641099968476844,4835,Sí
5060,148000,0.7704280155642024,2,Alto,442.5,43.18287937743192,3015,Sí
5061,206590,0.9643635135789099,1,Alto,654.0,101.13874757612143,1116,Sí
5062,264880,0.9148387096774193,1,Alto,654.0,94.66090322580645,1241,Sí
5063,309760,0.2821741113702567,5,Medio,654.0,11.908373767229584,4409,Sí
5064,285660,0.49535603715170295,4,Medio,450.0,19.582043343653268,4012,Sí
5065,316120,0.8802395209580839,1,Alto,450.0,54.221556886227546,2580,Sí
5066,728280,0.6460905349794238,3,Alto,832.5,82.57407407407406,1582,Sí
5067,233900,0.9367088607594937,1,Alto,832.5,130.9620253164557,660,Sí
5068,222900,0.8339060710194731,2,Alto,270.0,20.03092783505155,3992,Sí
5069,157890,0.4490472245236123,4,Medio,832.5,49.76636288318146,2843,Sí
5070,167540,0.44367816091954015,4,Medio,832.5,48.87241379310343,2857,Sí
5071,238830,0.6980392156862745,3,Alto,654.0,66.30352941176471,2148,Sí
5072,291690,0.25,6,Medio,442.5,-2.875,5113,No
5073,330900,0.7387958410713422,2,Alto,654.0,71.63449601213158,1931,Sí
5074,112440,0.9643635135789099,1,Alto,832.5,135.5665250108885,589,Sí
5075,72410,0.9702233250620348,1,Alto,654.0,101.90521091811416,1080,Sí
5076,177310,0.7387958410713422,2,Alto,832.5,98.0095075383785,1171,Sí
5077,214630,0.7387958410713422,2,Alto,832.5,98.0095075383785,1172,Sí
5078,800870,0.21256038647342995,6,Medio,832.5,10.391304347826086,4460,Sí
5079,44450,0.95578231292517,1,Alto,832.5,134.1377551020408,611,Sí
5080,123390,0.4490472245236123,4,Medio,832.5,49.76636288318146,2844,Sí
5081,241340,0.6460905349794238,3,Alto,832.5,82.57407407407406,1583,Sí
5082,472850,0.577212020033389,4,Alto,832.5,71.10580133555928,1973,Sí
5083,506970,0.0038314176245210726,8,Bajo,832.5,-24.362068965517242,8053,No
5084,648640,0.00395882818685669,8,Bajo,832.5,-24.340855106888363,7719,No
5085,765380,0.17019027484143764,6,Bajo,450.0,-9.68287526427061,5435,No
5086,242530,0.7387958410713422,2,Alto,832.5,98.0095075383785,1173,Sí
5087,253410,0.7387958410713422,2,Alto,832.5,98.0095075383785,1174,Sí
5088,258080,0.7387958410713422,2,Alto,832.5,98.0095075383785,1175,Sí
5089,263760,0.7387958410713422,2,Alto,832.5,98.0095075383785,1176,Sí
5090,272820,0.7387958410713422,2,Alto,832.5,98.0095075383785,1177,Sí
5091,311710,0.7387958410713422,2,Alto,832.5,98.0095075383785,1178,Sí
5092,138260,0.999476961593071,1,Alto,646.5,104.23237113398409,1036,Sí
5093,856720,0.95578231292517,1,Alto,832.5,134.1377551020408,612,Sí
5094,6050,0.577212020033389,4,Alto,652.5,50.32616861435727,2826,Sí
5095,7170,0.2558139534883721,6,Medio,652.5,8.383720930232563,4584,Sí
5096,9000,0.2558139534883721,6,Medio,652.5,8.383720930232563,4585,Sí
5097,710880,0.17019027484143764,6,Bajo,652.5,-2.7901691331923857,5111,No
5098,11900,0.7387958410713422,2,Alto,654.0,71.63449601213158,1932,Sí
5099,40310,0.5417406749555951,4,Alto,654.0,45.85968028419184,2910,Sí
5100,48830,0.2069237416186202,6,Medio,654.0,2.0656254037155257,4912,Sí
5101,66910,0.3992828611200487,5,Medio,654.0,27.22619823450237,3706,Sí
5102,112780,0.6980392156862745,3,Alto,654.0,66.30352941176471,2149,Sí
5103,136240,0.6728723404255319,3,Alto,654.0,63.01170212765959,2286,Sí
5104,136980,0.3992828611200487,5,Medio,654.0,27.22619823450237,3707,Sí
5105,146350,0.3992828611200487,5,Medio,654.0,27.22619823450237,3708,Sí
5106,158510,0.6980392156862745,3,Alto,654.0,66.30352941176471,2150,Sí
5107,168810,0.5417406749555951,4,Alto,654.0,45.85968028419184,2911,Sí
5108,191600,0.4672268907563025,4,Medio,654.0,36.113277310924374,3263,Sí
5109,204950,0.577212020033389,4,Alto,654.0,50.49933222036729,2775,Sí
5110,230540,0.44367816091954015,4,Medio,654.0,33.03310344827585,3477,Sí
5111,319110,0.577212020033389,4,Alto,654.0,50.49933222036729,2776,Sí
5112,336320,0.6980392156862745,3,Alto,654.0,66.30352941176471,2151,Sí
5113,340220,0.3064157764943565,5,Medio,654.0,15.079183565461825,4284,Sí
5114,687030,0.6460905349794238,3,Alto,654.0,59.508641975308635,2451,Sí
5115,687170,0.6460905349794238,3,Alto,654.0,59.508641975308635,2452,Sí
5116,78740,0.7387958410713422,2,Alto,654.0,71.63449601213158,1933,Sí
5117,92210,0.9643635135789099,1,Alto,654.0,101.13874757612143,1117,Sí
5118,814910,0.4155701754385965,5,Medio,654.0,29.356578947368426,3580,Sí
5119,831780,0.3372395833333333,5,Medio,654.0,19.1109375,4043,Sí
5120,540510,0.20909090909090908,6,Medio,654.0,2.349090909090908,4863,Sí
5121,136580,0.6460905349794238,3,Alto,682.5,63.191358024691354,2227,Sí
5122,26900,0.7103092783505155,3,Alto,682.5,71.95721649484537,1910,Sí
5123,136770,0.9702233250620348,1,Alto,832.5,136.54218362282882,554,Sí
5124,138500,0.9702233250620348,1,Alto,832.5,136.54218362282882,555,Sí
5125,148540,0.9702233250620348,1,Alto,832.5,136.54218362282882,556,Sí
5126,178000,0.9702233250620348,1,Alto,832.5,136.54218362282882,557,Sí
5127,182670,0.9702233250620348,1,Alto,832.5,136.54218362282882,558,Sí
5128,718690,0.4155701754385965,5,Medio,832.5,44.19243421052633,3007,Sí
5129,740850,0.21199143468950749,6,Medio,832.5,10.296573875802999,4474,Sí
5130,741470,0.21199143468950749,6,Medio,832.5,10.296573875802999,4475,Sí
5131,289020,0.7387958410713422,2,Alto,832.5,98.0095075383785,1179,Sí
5132,568440,0.6460905349794238,3,Alto,538.6499999999999,44.60333333333331,2982,Sí
5133,568580,0.6460905349794238,3,Alto,538.6499999999999,44.60333333333331,2983,Sí
5134,56970,0.98046875,1,Alto,832.5,138.248046875,533,Sí
5135,224870,0.805102752829306,2,Alto,654.0,80.30744007007323,1641,Sí
5136,328890,0.9999,1,Alto,825.0,139.98350000000002,499,Sí
5137,229710,0.7387958410713422,2,Alto,832.5,98.0095075383785,1180,Sí
5138,254720,0.2069237416186202,6,Medio,654.0,2.0656254037155257,4913,Sí
5139,552440,0.4490472245236123,4,Medio,367.5,8.004971002485505,4601,Sí
5140,734980,0.22448979591836735,6,Medio,654.0,4.36326530612245,4776,Sí
5141,435680,0.3372395833333333,5,Medio,450.0,5.3515625,4702,Sí
5142,138490,0.21199143468950749,6,Medio,832.5,10.296573875802999,4476,Sí
5143,329580,0.7387958410713422,2,Alto,405.0,34.842463126778725,3334,Sí
5144,830380,0.3551617873651772,5,Medio,654.0,21.45516178736517,3938,Sí
5145,319940,0.5841401012556733,3,Alto,0.0,-25.0,9993,No
5146,303860,0.09523446674658179,6,Bajo,654.0,-12.5433317495471,5617,No
5147,237800,0.18428888849113062,6,Bajo,538.6499999999999,-5.146558042850504,5184,No
5148,369930,0.009259259259259259,7,Bajo,538.6499999999999,-24.0025,7409,No
5149,777180,0.041237113402061855,7,Bajo,538.6499999999999,-20.557525773195877,6301,No
5150,33510,0.9643635135789099,1,Alto,832.5,135.5665250108885,590,Sí
5151,353020,0.4490472245236123,4,Medio,832.5,49.76636288318146,2845,Sí
5152,353920,0.4490472245236123,4,Medio,832.5,49.76636288318146,2846,Sí
5153,212840,0.999476961593071,1,Alto,450.0,64.95292654337639,2195,Sí
5154,311100,0.7387958410713422,2,Alto,832.5,98.0095075383785,1181,Sí
5155,790340,0.08709016393442623,6,Bajo,450.0,-17.161885245901637,5939,No
5156,339490,0.7387958410713422,2,Alto,832.5,98.0095075383785,1182,Sí
5157,6220,0.805102752829306,2,Alto,654.0,80.30744007007323,1642,Sí
5158,649000,0.3372395833333333,5,Medio,450.0,5.3515625,4703,Sí
5159,540230,0.3551617873651772,5,Medio,832.5,34.134437596302,3351,Sí
5160,212170,0.672451290504297,3,Alto,832.5,86.96313986896546,1451,Sí
5161,380140,0.4155701754385965,5,Medio,654.0,29.356578947368426,3581,Sí
5162,177320,0.7387958410713422,2,Alto,832.5,98.0095075383785,1183,Sí
5163,202160,0.7387958410713422,2,Alto,832.5,98.0095075383785,1184,Sí
5164,220600,0.7387958410713422,2,Alto,832.5,98.0095075383785,1185,Sí
5165,224170,0.7387958410713422,2,Alto,832.5,98.0095075383785,1186,Sí
5166,243490,0.9056043180256583,1,Alto,652.5,93.18136350234843,1319,Sí
5167,20380,0.95578231292517,1,Alto,832.5,134.1377551020408,613,Sí
5168,22160,0.7387958410713422,2,Alto,832.5,98.0095075383785,1187,Sí
5169,37090,0.9056043180256583,1,Alto,832.5,125.78311895127214,725,Sí
5170,39430,0.7387958410713422,2,Alto,832.5,98.0095075383785,1188,Sí
5171,67880,0.7387958410713422,2,Alto,832.5,98.0095075383785,1189,Sí
5172,74690,0.9748713797272744,1,Alto,832.5,137.3160847245912,540,Sí
5173,94860,0.9367088607594937,1,Alto,832.5,130.9620253164557,661,Sí
5174,100040,0.7387958410713422,2,Alto,832.5,98.0095075383785,1190,Sí
5175,118680,0.9367088607594937,1,Alto,832.5,130.9620253164557,662,Sí
5176,122970,0.8616298022399826,1,Alto,832.5,118.46136207295712,800,Sí
5177,127180,0.8616298022399826,1,Alto,832.5,118.46136207295712,801,Sí
5178,127720,0.8616298022399826,1,Alto,832.5,118.46136207295712,802,Sí
5179,128760,0.8616298022399826,1,Alto,832.5,118.46136207295712,803,Sí
5180,141860,0.9702233250620348,1,Alto,832.5,136.54218362282882,559,Sí
5181,156230,0.7387958410713422,2,Alto,832.5,98.0095075383785,1191,Sí
5182,173770,0.7387958410713422,2,Alto,832.5,98.0095075383785,1192,Sí
5183,176350,0.8616298022399826,1,Alto,832.5,118.46136207295712,804,Sí
5184,192150,0.7387958410713422,2,Alto,832.5,98.0095075383785,1193,Sí
5185,193260,0.7387958410713422,2,Alto,832.5,98.0095075383785,1194,Sí
5186,228160,0.999476961593071,1,Alto,832.5,141.41291410524633,460,Sí
5187,254580,0.672451290504297,3,Alto,832.5,86.96313986896546,1452,Sí
5188,269770,0.8616298022399826,1,Alto,832.5,118.46136207295712,805,Sí
5189,282000,0.8616298022399826,1,Alto,832.5,118.46136207295712,806,Sí
5190,282200,0.9367088607594937,1,Alto,832.5,130.9620253164557,663,Sí
5191,285290,0.9367088607594937,1,Alto,832.5,130.9620253164557,664,Sí
5192,303090,0.8616298022399826,1,Alto,832.5,118.46136207295712,807,Sí
5193,319490,0.9056043180256583,1,Alto,832.5,125.78311895127214,726,Sí
5194,319660,0.8616298022399826,2,Alto,832.5,118.46136207295712,808,Sí
5195,325150,0.9702233250620348,1,Alto,832.5,136.54218362282882,560,Sí
5196,329610,0.9056043180256583,1,Alto,832.5,125.78311895127214,727,Sí
5197,330890,0.49535603715170295,4,Medio,832.5,57.47678018575854,2534,Sí
5198,332130,0.8339060710194731,2,Alto,832.5,113.84536082474227,867,Sí
5199,334050,0.7387958410713422,2,Alto,832.5,98.0095075383785,1195,Sí
5200,340580,0.7995735607675906,2,Alto,832.5,108.12899786780383,944,Sí
5201,432990,0.17485265225933203,6,Bajo,832.5,4.112966601178783,4781,Sí
5202,433270,0.20909090909090908,6,Medio,832.5,9.813636363636363,4499,Sí
5203,435430,0.20909090909090908,6,Medio,832.5,9.813636363636363,4500,Sí
5204,444270,0.11134453781512609,6,Bajo,832.5,-6.461134453781508,5276,No
5205,444820,0.11134453781512609,6,Bajo,832.5,-6.461134453781508,5277,No
5206,494180,0.005385996409335727,8,Bajo,832.5,-24.1032315978456,7473,No
5207,524830,0.21199143468950749,6,Medio,832.5,10.296573875802999,4477,Sí
5208,525150,0.21199143468950749,6,Medio,832.5,10.296573875802999,4478,Sí
5209,546570,0.3551617873651772,5,Medio,832.5,34.134437596302,3352,Sí
5210,582870,0.577212020033389,4,Alto,832.5,71.10580133555928,1974,Sí
5211,600440,0.11088295687885011,6,Bajo,832.5,-6.537987679671456,5280,No
5212,600920,0.11088295687885011,6,Bajo,832.5,-6.537987679671456,5281,No
5213,604120,0.0038314176245210726,8,Bajo,832.5,-24.362068965517242,8054,No
5214,605270,0.10424710424710425,6,Bajo,832.5,-7.642857142857142,5339,No
5215,629020,0.3551617873651772,5,Medio,832.5,34.134437596302,3353,Sí
5216,629120,0.25,6,Medio,832.5,16.625,4208,Sí
5217,630410,0.25,6,Medio,832.5,16.625,4209,Sí
5218,636060,0.21256038647342995,6,Medio,832.5,10.391304347826086,4461,Sí
5219,636880,0.21256038647342995,6,Medio,832.5,10.391304347826086,4462,Sí
5220,638790,0.44367816091954015,4,Medio,832.5,48.87241379310343,2858,Sí
5221,639860,0.17485265225933203,6,Bajo,832.5,4.112966601178783,4782,Sí
5222,658530,0.4490472245236123,4,Medio,832.5,49.76636288318146,2847,Sí
5223,662180,0.3551617873651772,5,Medio,832.5,34.134437596302,3354,Sí
5224,683520,0.4155701754385965,5,Medio,832.5,44.19243421052633,3008,Sí
5225,684590,0.4155701754385965,5,Medio,832.5,44.19243421052633,3009,Sí
5226,723430,0.006097560975609756,8,Bajo,832.5,-23.984756097560975,7384,No
5227,730840,0.21256038647342995,6,Medio,832.5,10.391304347826086,4463,Sí
5228,744200,0.17485265225933203,6,Bajo,832.5,4.112966601178783,4783,Sí
5229,745080,0.11088295687885011,6,Bajo,832.5,-6.537987679671456,5282,No
5230,746120,0.17485265225933203,6,Bajo,832.5,4.112966601178783,4784,Sí
5231,759350,0.006359300476947535,7,Bajo,832.5,-23.941176470588236,7266,No
5232,836010,0.22448979591836735,6,Medio,832.5,12.37755102040817,4365,Sí
5233,853360,0.10424710424710425,6,Bajo,832.5,-7.642857142857142,5340,No
5234,853770,0.11088295687885011,6,Bajo,832.5,-6.537987679671456,5283,No
5235,855350,0.11088295687885011,6,Bajo,832.5,-6.537987679671456,5284,No
5236,855360,0.11088295687885011,6,Bajo,832.5,-6.537987679671456,5285,No
5237,856930,0.17485265225933203,6,Bajo,832.5,4.112966601178783,4785,Sí
5238,858550,0.17485265225933203,6,Bajo,832.5,4.112966601178783,4786,Sí
5239,858980,0.21199143468950749,6,Medio,832.5,10.296573875802999,4479,Sí
5240,724590,0.00395882818685669,8,Bajo,832.5,-24.340855106888363,7720,No
5241,204970,0.7387958410713422,2,Alto,832.5,98.0095075383785,1196,Sí
5242,228500,0.7387958410713422,2,Alto,832.5,98.0095075383785,1197,Sí
5243,108770,0.9005328596802842,1,Alto,654.0,92.78969804618117,1334,Sí
5244,215800,0.577212020033389,4,Alto,832.5,71.10580133555928,1975,Sí
5245,248350,0.999476961593071,1,Alto,654.0,105.73158657637367,963,Sí
5246,856370,0.4672268907563025,4,Medio,832.5,52.79327731092438,2589,Sí
5247,859960,0.005385996409335727,8,Bajo,832.5,-24.1032315978456,7474,No
5248,55690,0.11088295687885011,6,Bajo,450.0,-15.020533880903491,5787,No
5249,116330,0.4490472245236123,4,Medio,450.0,15.414250207125107,4239,Sí
5250,459520,0.17019027484143764,6,Bajo,450.0,-9.68287526427061,5436,No
5251,688070,0.030010172939979655,7,Bajo,450.0,-22.29908443540183,6609,No
5252,775210,0.3551617873651772,5,Medio,450.0,6.964560862865945,4651,Sí
5253,808400,0.4490472245236123,4,Medio,450.0,15.414250207125107,4240,Sí
5254,79560,0.9806451612903225,1,Alto,832.5,138.2774193548387,514,Sí
5255,88270,0.9806451612903225,1,Alto,832.5,138.2774193548387,515,Sí
5256,90560,0.7387958410713422,2,Alto,832.5,98.0095075383785,1198,Sí
5257,94870,0.7387958410713422,2,Alto,832.5,98.0095075383785,1199,Sí
